grid_id,grid_lat,grid_lon,year,event_count,mean_mag,max_mag,mean_depth,event_occur
-2.0_139.0,-2.0,139.0,2019,5,4.6899999999999995,5.2,23.72,1
-2.0_139.0,-2.0,139.0,2020,1,4.87,4.87,20.8,1
-2.0_139.0,-2.0,139.0,2021,2,4.765000000000001,4.78,26.1,1
-2.0_139.0,-2.0,139.0,2022,2,4.675,4.77,10.0,1
-2.0_139.0,-2.0,139.0,2023,2,4.79,4.86,10.0,1
-2.0_139.0,-2.0,139.0,2024,1,4.96,4.96,10.0,1
-2.0_139.0,-2.0,139.0,2025,15,4.793333333333334,5.07,15.173333333333334,1
-2.0_140.0,-2.0,140.0,2016,7,4.897142857142858,5.71,17.52857142857143,1
-2.0_140.0,-2.0,140.0,2020,1,4.89,4.89,10.0,1
-2.0_140.0,-2.0,140.0,2021,2,5.51,5.51,30.0,1
-2.0_95.0,-2.0,95.0,2018,1,4.64,4.64,10.0,1
-2.0_95.0,-2.0,95.0,2020,1,5.72,5.72,5.0,1
-2.0_95.0,-2.0,95.0,2025,1,4.72,4.72,85.9,1
-2.0_96.0,-2.0,96.0,2018,1,4.72,4.72,24.5,1
-2.0_96.0,-2.0,96.0,2025,1,5.28,5.28,10.0,1
-2.0_97.0,-2.0,97.0,2015,2,4.895,5.17,20.799999999999997,1
-2.0_97.0,-2.0,97.0,2017,1,4.58,4.58,26.2,1
-2.0_97.0,-2.0,97.0,2018,1,4.61,4.61,10.0,1
-2.0_97.0,-2.0,97.0,2020,2,5.154999999999999,5.8,10.0,1
-2.0_97.0,-2.0,97.0,2021,1,5.0,5.0,274.5,1
-2.0_98.0,-2.0,98.0,2017,1,4.5,4.5,43.9,1
-2.0_98.0,-2.0,98.0,2018,5,5.182,5.78,14.319999999999999,1
-2.0_98.0,-2.0,98.0,2020,1,4.74,4.74,15.0,1
-2.0_98.0,-2.0,98.0,2021,1,5.68,5.68,161.7,1
-2.0_98.0,-2.0,98.0,2022,8,5.175,6.17,25.0,1
-2.0_98.0,-2.0,98.0,2023,3,4.963333333333334,5.49,40.4,1
-2.0_99.0,-2.0,99.0,2015,1,4.69,4.69,10.0,1
-2.0_99.0,-2.0,99.0,2017,1,6.03,6.03,53.9,1
-2.0_99.0,-2.0,99.0,2018,5,4.84,5.18,20.52,1
-2.0_99.0,-2.0,99.0,2020,5,4.762,4.99,32.04,1
-2.0_99.0,-2.0,99.0,2021,8,5.045,5.78,24.5,1
-2.0_99.0,-2.0,99.0,2023,1,4.55,4.55,18.6,1
-2.0_99.0,-2.0,99.0,2024,2,4.835,4.87,25.45,1
-3.0_100.0,-3.0,100.0,2016,3,4.963333333333334,5.64,32.766666666666666,1
-3.0_100.0,-3.0,100.0,2017,1,4.96,4.96,56.3,1
-3.0_100.0,-3.0,100.0,2018,3,4.68,4.72,18.633333333333333,1
-3.0_100.0,-3.0,100.0,2019,10,5.056,6.06,26.5,1
-3.0_100.0,-3.0,100.0,2020,1,5.51,5.51,27.9,1
-3.0_100.0,-3.0,100.0,2021,3,4.873333333333333,5.1,108.2,1
-3.0_100.0,-3.0,100.0,2022,4,4.6375,4.75,26.4,1
-3.0_100.0,-3.0,100.0,2023,2,4.6899999999999995,4.88,24.6,1
-3.0_100.0,-3.0,100.0,2024,4,4.8375,5.08,31.700000000000003,1
-3.0_100.0,-3.0,100.0,2025,1,4.93,4.93,34.1,1
-3.0_101.0,-3.0,101.0,2016,1,4.52,4.52,57.8,1
-3.0_101.0,-3.0,101.0,2017,2,4.79,4.94,90.1,1
-3.0_101.0,-3.0,101.0,2018,1,4.63,4.63,7.2,1
-3.0_101.0,-3.0,101.0,2019,2,4.875,5.03,11.8,1
-3.0_101.0,-3.0,101.0,2020,1,4.85,4.85,67.7,1
-3.0_101.0,-3.0,101.0,2021,1,5.12,5.12,10.0,1
-3.0_101.0,-3.0,101.0,2022,2,4.58,4.64,123.9,1
-3.0_101.0,-3.0,101.0,2025,1,5.04,5.04,151.2,1
-3.0_102.0,-3.0,102.0,2015,3,5.153333333333333,5.83,183.4,1
-3.0_102.0,-3.0,102.0,2016,1,5.06,5.06,155.1,1
-3.0_102.0,-3.0,102.0,2017,2,4.93,5.25,234.3,1
-3.0_102.0,-3.0,102.0,2018,2,5.154999999999999,5.76,157.8,1
-3.0_102.0,-3.0,102.0,2020,2,4.665,4.72,174.8,1
-3.0_102.0,-3.0,102.0,2021,2,4.995,5.34,110.5,1
-3.0_103.0,-3.0,103.0,2019,1,4.95,4.95,10.0,1
-3.0_103.0,-3.0,103.0,2020,2,5.465,5.8,93.75,1
-3.0_103.0,-3.0,103.0,2021,3,4.986666666666667,5.2,10.0,1
-3.0_103.0,-3.0,103.0,2022,1,4.6,4.6,293.3,1
-3.0_104.0,-3.0,104.0,2020,2,5.61,5.86,10.0,1
-3.0_104.0,-3.0,104.0,2021,2,5.42,5.79,130.0,1
-3.0_105.0,-3.0,105.0,2019,2,5.635,5.73,7.5,1
-3.0_105.0,-3.0,105.0,2021,1,4.81,4.81,163.5,1
-3.0_106.0,-3.0,106.0,2020,3,5.53,5.73,10.0,1
-3.0_106.0,-3.0,106.0,2021,2,5.295,5.68,7.5,1
-3.0_107.0,-3.0,107.0,2019,1,5.78,5.78,10.0,1
-3.0_107.0,-3.0,107.0,2020,2,5.359999999999999,5.75,100.75,1
-3.0_108.0,-3.0,108.0,2019,1,5.73,5.73,15.1,1
-3.0_108.0,-3.0,108.0,2020,3,5.266666666666667,5.32,62.9,1
-3.0_108.0,-3.0,108.0,2021,3,5.536666666666666,5.72,256.6666666666667,1
-3.0_108.0,-3.0,108.0,2022,1,4.69,4.69,203.9,1
-3.0_109.0,-3.0,109.0,2020,4,5.57,5.89,10.0,1
-3.0_109.0,-3.0,109.0,2021,2,5.67,6.13,10.0,1
-3.0_110.0,-3.0,110.0,2016,2,5.654999999999999,6.39,86.5,1
-3.0_110.0,-3.0,110.0,2020,1,5.77,5.77,334.2,1
-3.0_110.0,-3.0,110.0,2021,3,5.666666666666667,6.22,10.0,1
-3.0_110.0,-3.0,110.0,2022,1,4.88,4.88,10.0,1
-3.0_111.0,-3.0,111.0,2020,1,6.0,6.0,10.0,1
-3.0_111.0,-3.0,111.0,2021,1,6.02,6.02,10.0,1
-3.0_112.0,-3.0,112.0,2020,1,5.57,5.57,216.5,1
-3.0_112.0,-3.0,112.0,2021,1,5.79,5.79,10.0,1
-3.0_113.0,-3.0,113.0,2019,2,5.205,5.37,38.3,1
-3.0_113.0,-3.0,113.0,2020,1,5.36,5.36,259.8,1
-3.0_113.0,-3.0,113.0,2023,1,4.55,4.55,13.1,1
-3.0_114.0,-3.0,114.0,2018,1,5.59,5.59,10.0,1
-3.0_114.0,-3.0,114.0,2019,2,5.495,5.99,88.55,1
-3.0_114.0,-3.0,114.0,2020,3,5.446666666666666,5.9,213.5666666666667,1
-3.0_114.0,-3.0,114.0,2021,1,5.82,5.82,10.0,1
-3.0_115.0,-3.0,115.0,2019,1,5.55,5.55,10.0,1
-3.0_115.0,-3.0,115.0,2020,2,4.975,5.22,353.1,1
-3.0_115.0,-3.0,115.0,2021,1,5.82,5.82,278.1,1
-3.0_116.0,-3.0,116.0,2017,1,4.65,4.65,10.0,1
-3.0_116.0,-3.0,116.0,2020,4,5.595000000000001,6.05,10.0,1
-3.0_116.0,-3.0,116.0,2021,3,6.006666666666667,6.05,10.0,1
-3.0_117.0,-3.0,117.0,2021,1,5.82,5.82,10.0,1
-3.0_117.0,-3.0,117.0,2023,1,5.56,5.56,750.0,1
-3.0_118.0,-3.0,118.0,2018,2,4.645,4.68,16.2,1
-3.0_118.0,-3.0,118.0,2019,1,5.79,5.79,285.5,1
-3.0_118.0,-3.0,118.0,2020,2,5.5,6.05,251.15,1
-3.0_118.0,-3.0,118.0,2021,7,5.031428571428571,6.25,61.92857142857143,1
-3.0_118.0,-3.0,118.0,2022,2,5.16,5.79,31.299999999999997,1
-3.0_119.0,-3.0,119.0,2015,3,4.83,5.19,10.0,1
-3.0_119.0,-3.0,119.0,2018,17,4.752941176470588,5.54,10.129411764705882,1
-3.0_119.0,-3.0,119.0,2019,3,4.636666666666667,4.72,10.0,1
-3.0_119.0,-3.0,119.0,2020,12,5.045,5.71,66.46666666666667,1
-3.0_119.0,-3.0,119.0,2021,4,5.0575,5.59,69.55000000000001,1
-3.0_120.0,-3.0,120.0,2015,2,4.664999999999999,4.81,14.100000000000001,1
-3.0_120.0,-3.0,120.0,2018,2,4.635,4.69,10.0,1
-3.0_120.0,-3.0,120.0,2019,1,4.51,4.51,10.0,1
-3.0_120.0,-3.0,120.0,2020,2,5.325,5.5,100.9,1
-3.0_120.0,-3.0,120.0,2021,2,5.105,5.21,43.3,1
-3.0_120.0,-3.0,120.0,2022,2,4.8100000000000005,4.88,10.0,1
-3.0_120.0,-3.0,120.0,2024,1,4.74,4.74,10.0,1
-3.0_120.0,-3.0,120.0,2025,3,4.763333333333333,5.08,8.333333333333334,1
-3.0_121.0,-3.0,121.0,2016,1,4.5,4.5,10.0,1
-3.0_121.0,-3.0,121.0,2017,2,4.865,5.15,10.1,1
-3.0_121.0,-3.0,121.0,2019,5,4.798,4.95,16.7,1
-3.0_121.0,-3.0,121.0,2020,2,5.145,5.34,125.45,1
-3.0_121.0,-3.0,121.0,2021,1,5.04,5.04,530.8,1
-3.0_121.0,-3.0,121.0,2024,1,4.7,4.7,10.0,1
-3.0_122.0,-3.0,122.0,2015,3,4.863333333333333,5.22,17.099999999999998,1
-3.0_122.0,-3.0,122.0,2017,3,5.0633333333333335,5.6,17.0,1
-3.0_122.0,-3.0,122.0,2019,6,5.093333333333333,5.72,21.016666666666666,1
-3.0_122.0,-3.0,122.0,2020,3,4.9366666666666665,5.17,55.199999999999996,1
-3.0_122.0,-3.0,122.0,2021,4,4.7275,4.89,10.125,1
-3.0_122.0,-3.0,122.0,2022,5,4.796,5.06,10.379999999999999,1
-3.0_122.0,-3.0,122.0,2023,4,4.8975,5.05,10.0,1
-3.0_122.0,-3.0,122.0,2024,1,4.91,4.91,5.0,1
-3.0_122.0,-3.0,122.0,2025,1,4.56,4.56,12.9,1
-3.0_123.0,-3.0,123.0,2016,1,4.83,4.83,17.8,1
-3.0_123.0,-3.0,123.0,2018,1,4.52,4.52,10.0,1
-3.0_123.0,-3.0,123.0,2020,2,6.145,6.76,10.0,1
-3.0_123.0,-3.0,123.0,2021,3,5.066666666666666,5.18,74.46666666666667,1
-3.0_124.0,-3.0,124.0,2024,1,4.78,4.78,27.0,1
-3.0_125.0,-3.0,125.0,2019,1,5.19,5.19,10.0,1
-3.0_125.0,-3.0,125.0,2020,1,4.51,4.51,10.0,1
-3.0_125.0,-3.0,125.0,2021,3,4.916666666666667,5.46,11.733333333333334,1
-3.0_125.0,-3.0,125.0,2023,2,4.9399999999999995,5.27,19.0,1
-3.0_126.0,-3.0,126.0,2015,1,4.65,4.65,55.5,1
-3.0_126.0,-3.0,126.0,2016,2,5.15,5.28,37.1,1
-3.0_126.0,-3.0,126.0,2018,3,5.3933333333333335,6.18,29.400000000000002,1
-3.0_126.0,-3.0,126.0,2019,2,5.155,5.61,10.0,1
-3.0_126.0,-3.0,126.0,2020,4,4.785,5.12,161.375,1
-3.0_126.0,-3.0,126.0,2021,2,4.68,4.84,144.95,1
-3.0_126.0,-3.0,126.0,2022,1,4.92,4.92,22.3,1
-3.0_126.0,-3.0,126.0,2024,1,4.75,4.75,30.6,1
-3.0_126.0,-3.0,126.0,2025,1,4.74,4.74,37.8,1
-3.0_127.0,-3.0,127.0,2015,1,5.35,5.35,46.1,1
-3.0_127.0,-3.0,127.0,2016,2,4.885,4.89,27.05,1
-3.0_127.0,-3.0,127.0,2017,2,4.5600000000000005,4.61,20.55,1
-3.0_127.0,-3.0,127.0,2018,2,4.835,5.04,25.7,1
-3.0_127.0,-3.0,127.0,2019,4,4.7825,5.01,21.825000000000003,1
-3.0_127.0,-3.0,127.0,2020,9,4.978888888888889,5.68,27.855555555555558,1
-3.0_127.0,-3.0,127.0,2021,4,5.05,5.34,12.3,1
-3.0_127.0,-3.0,127.0,2022,2,4.88,4.88,17.0,1
-3.0_127.0,-3.0,127.0,2023,1,4.82,4.82,10.1,1
-3.0_127.0,-3.0,127.0,2024,1,4.52,4.52,27.1,1
-3.0_128.0,-3.0,128.0,2015,2,4.8,4.88,37.7,1
-3.0_128.0,-3.0,128.0,2016,5,4.914,5.56,30.619999999999997,1
-3.0_128.0,-3.0,128.0,2017,7,4.777142857142857,5.13,17.271428571428572,1
-3.0_128.0,-3.0,128.0,2018,1,4.95,4.95,10.0,1
-3.0_128.0,-3.0,128.0,2019,2,4.86,4.9,16.6,1
-3.0_128.0,-3.0,128.0,2020,5,4.837999999999999,5.09,14.8,1
-3.0_128.0,-3.0,128.0,2021,6,5.115,5.81,17.5,1
-3.0_128.0,-3.0,128.0,2022,3,4.82,4.93,10.0,1
-3.0_128.0,-3.0,128.0,2023,2,4.62,4.67,35.4,1
-3.0_128.0,-3.0,128.0,2024,1,4.66,4.66,11.6,1
-3.0_128.0,-3.0,128.0,2025,1,4.58,4.58,11.2,1
-3.0_129.0,-3.0,129.0,2015,4,4.845,4.99,19.200000000000003,1
-3.0_129.0,-3.0,129.0,2016,5,4.71,4.82,37.54,1
-3.0_129.0,-3.0,129.0,2017,7,4.784285714285715,5.16,35.34285714285714,1
-3.0_129.0,-3.0,129.0,2018,2,4.725,4.93,29.3,1
-3.0_129.0,-3.0,129.0,2019,5,4.91,5.14,36.78,1
-3.0_129.0,-3.0,129.0,2020,13,4.861538461538461,5.72,35.48461538461539,1
-3.0_129.0,-3.0,129.0,2021,12,4.995833333333334,5.69,10.766666666666666,1
-3.0_129.0,-3.0,129.0,2022,2,5.085,5.31,12.4,1
-3.0_129.0,-3.0,129.0,2023,10,4.881,5.08,13.11,1
-3.0_129.0,-3.0,129.0,2024,4,4.7,4.89,13.575,1
-3.0_129.0,-3.0,129.0,2025,4,4.797499999999999,5.01,16.65,1
-3.0_130.0,-3.0,130.0,2015,1,4.51,4.51,74.4,1
-3.0_130.0,-3.0,130.0,2016,2,4.75,4.87,25.45,1
-3.0_130.0,-3.0,130.0,2017,1,4.92,4.92,29.4,1
-3.0_130.0,-3.0,130.0,2018,4,4.965,5.56,14.7,1
-3.0_130.0,-3.0,130.0,2019,2,4.725,4.81,30.6,1
-3.0_130.0,-3.0,130.0,2020,4,5.2,5.68,14.975000000000001,1
-3.0_130.0,-3.0,130.0,2021,2,4.970000000000001,5.03,122.35,1
-3.0_130.0,-3.0,130.0,2023,2,4.95,4.98,17.299999999999997,1
-3.0_130.0,-3.0,130.0,2024,1,4.69,4.69,10.8,1
-3.0_131.0,-3.0,131.0,2021,1,5.87,5.87,312.7,1
-3.0_132.0,-3.0,132.0,2024,1,4.51,4.51,12.1,1
-3.0_133.0,-3.0,133.0,2015,1,4.97,4.97,31.9,1
-3.0_133.0,-3.0,133.0,2016,5,5.032,5.31,22.419999999999998,1
-3.0_133.0,-3.0,133.0,2017,1,4.64,4.64,107.7,1
-3.0_133.0,-3.0,133.0,2020,3,5.086666666666667,5.28,10.0,1
-3.0_134.0,-3.0,134.0,2015,1,4.58,4.58,58.7,1
-3.0_134.0,-3.0,134.0,2016,1,4.53,4.53,10.0,1
-3.0_134.0,-3.0,134.0,2019,2,4.725,4.88,18.65,1
-3.0_134.0,-3.0,134.0,2020,1,4.68,4.68,15.5,1
-3.0_134.0,-3.0,134.0,2021,1,5.7,5.7,10.0,1
-3.0_134.0,-3.0,134.0,2023,2,4.6850000000000005,4.74,10.8,1
-3.0_134.0,-3.0,134.0,2024,2,4.725,4.88,18.65,1
-3.0_135.0,-3.0,135.0,2019,1,4.57,4.57,10.0,1
-3.0_135.0,-3.0,135.0,2020,1,4.85,4.85,46.2,1
-3.0_135.0,-3.0,135.0,2021,1,5.61,5.61,132.0,1
-3.0_136.0,-3.0,136.0,2015,1,4.96,4.96,10.0,1
-3.0_136.0,-3.0,136.0,2017,1,4.51,4.51,12.7,1
-3.0_136.0,-3.0,136.0,2019,1,4.64,4.64,24.1,1
-3.0_136.0,-3.0,136.0,2020,2,4.65,4.74,36.5,1
-3.0_136.0,-3.0,136.0,2021,2,5.279999999999999,5.96,33.25,1
-3.0_136.0,-3.0,136.0,2023,1,5.31,5.31,49.3,1
-3.0_136.0,-3.0,136.0,2025,3,4.903333333333333,5.33,35.800000000000004,1
-3.0_137.0,-3.0,137.0,2015,2,4.74,4.93,81.85,1
-3.0_137.0,-3.0,137.0,2017,3,4.716666666666666,4.75,70.89999999999999,1
-3.0_137.0,-3.0,137.0,2019,1,4.66,4.66,10.0,1
-3.0_137.0,-3.0,137.0,2022,3,4.75,5.06,61.0,1
-3.0_137.0,-3.0,137.0,2023,1,4.85,4.85,62.0,1
-3.0_137.0,-3.0,137.0,2024,1,4.63,4.63,83.5,1
-3.0_137.0,-3.0,137.0,2025,1,4.85,4.85,15.0,1
-3.0_138.0,-3.0,138.0,2015,12,5.071666666666666,6.94,27.691666666666666,1
-3.0_138.0,-3.0,138.0,2016,5,4.95,5.45,29.659999999999997,1
-3.0_138.0,-3.0,138.0,2017,4,4.637499999999999,4.75,29.6,1
-3.0_138.0,-3.0,138.0,2018,8,4.89125,5.99,26.8875,1
-3.0_138.0,-3.0,138.0,2019,54,4.903888888888889,6.25,19.87222222222222,1
-3.0_138.0,-3.0,138.0,2020,4,4.7225,4.82,33.55,1
-3.0_138.0,-3.0,138.0,2021,6,4.696666666666666,4.93,18.633333333333336,1
-3.0_138.0,-3.0,138.0,2022,12,5.065,6.21,20.8,1
-3.0_138.0,-3.0,138.0,2023,2,5.1899999999999995,5.41,37.85,1
-3.0_138.0,-3.0,138.0,2024,6,4.815,5.29,31.38333333333333,1
-3.0_138.0,-3.0,138.0,2025,2,5.67,6.54,21.05,1
-3.0_139.0,-3.0,139.0,2015,20,4.6955,4.96,30.715000000000003,1
-3.0_139.0,-3.0,139.0,2016,3,4.693333333333333,4.95,65.39999999999999,1
-3.0_139.0,-3.0,139.0,2017,11,4.749090909090909,5.2,30.563636363636363,1
-3.0_139.0,-3.0,139.0,2018,7,5.08,5.73,31.585714285714285,1
-3.0_139.0,-3.0,139.0,2019,3,5.096666666666667,5.29,25.26666666666667,1
-3.0_139.0,-3.0,139.0,2020,20,4.867,6.03,34.75,1
-3.0_139.0,-3.0,139.0,2021,11,4.823636363636364,5.45,46.4,1
-3.0_139.0,-3.0,139.0,2022,11,4.77,5.18,30.05454545454545,1
-3.0_139.0,-3.0,139.0,2023,8,4.70125,5.11,34.175,1
-3.0_139.0,-3.0,139.0,2024,7,5.0,5.39,42.728571428571435,1
-3.0_139.0,-3.0,139.0,2025,6,4.831666666666667,5.16,28.849999999999998,1
-3.0_140.0,-3.0,140.0,2015,3,4.986666666666667,5.47,13.4,1
-3.0_140.0,-3.0,140.0,2016,19,4.851578947368421,5.9,27.173684210526314,1
-3.0_140.0,-3.0,140.0,2017,8,4.827500000000001,5.15,21.8625,1
-3.0_140.0,-3.0,140.0,2018,2,4.66,4.79,15.4,1
-3.0_140.0,-3.0,140.0,2019,4,4.615,4.74,16.35,1
-3.0_140.0,-3.0,140.0,2020,6,4.676666666666667,4.92,11.25,1
-3.0_140.0,-3.0,140.0,2021,2,4.765,4.97,13.2,1
-3.0_140.0,-3.0,140.0,2022,5,4.8740000000000006,5.62,22.419999999999998,1
-3.0_140.0,-3.0,140.0,2023,14,4.792142857142857,5.42,10.785714285714286,1
-3.0_140.0,-3.0,140.0,2025,1,4.77,4.77,10.0,1
-3.0_141.0,-3.0,141.0,2019,1,5.57,5.57,47.1,1
-3.0_141.0,-3.0,141.0,2020,2,4.84,5.06,28.4,1
-3.0_141.0,-3.0,141.0,2021,2,4.859999999999999,4.88,10.0,1
-3.0_141.0,-3.0,141.0,2022,2,4.79,4.83,70.85,1
-3.0_141.0,-3.0,141.0,2023,2,4.895,5.06,10.0,1
-3.0_95.0,-3.0,95.0,2020,1,5.27,5.27,10.0,1
-3.0_95.0,-3.0,95.0,2024,1,5.67,5.67,10.0,1
-3.0_96.0,-3.0,96.0,2020,3,5.1433333333333335,6.06,178.20000000000002,1
-3.0_97.0,-3.0,97.0,2019,1,5.38,5.38,10.0,1
-3.0_97.0,-3.0,97.0,2020,1,5.72,5.72,10.0,1
-3.0_97.0,-3.0,97.0,2021,1,5.88,5.88,131.0,1
-3.0_98.0,-3.0,98.0,2018,1,5.08,5.08,11.0,1
-3.0_99.0,-3.0,99.0,2015,1,4.76,4.76,10.0,1
-3.0_99.0,-3.0,99.0,2016,4,4.71,4.96,23.45,1
-3.0_99.0,-3.0,99.0,2017,2,5.095,5.26,33.2,1
-3.0_99.0,-3.0,99.0,2018,7,4.840000000000001,5.23,26.900000000000002,1
-3.0_99.0,-3.0,99.0,2019,13,4.978461538461539,5.89,30.546153846153842,1
-3.0_99.0,-3.0,99.0,2020,4,5.29,5.9,25.6,1
-3.0_99.0,-3.0,99.0,2021,5,5.09,5.7,61.1,1
-3.0_99.0,-3.0,99.0,2022,2,4.75,4.8,34.65,1
-3.0_99.0,-3.0,99.0,2024,1,5.09,5.09,28.8,1
-4.0_100.0,-4.0,100.0,2016,3,4.773333333333333,4.84,26.866666666666664,1
-4.0_100.0,-4.0,100.0,2018,2,4.765000000000001,4.86,39.85,1
-4.0_100.0,-4.0,100.0,2019,2,5.18,5.6,43.05,1
-4.0_100.0,-4.0,100.0,2020,15,5.091333333333334,5.72,31.279999999999998,1
-4.0_100.0,-4.0,100.0,2021,7,5.257142857142857,5.92,33.4,1
-4.0_100.0,-4.0,100.0,2022,2,4.7,4.9,24.8,1
-4.0_100.0,-4.0,100.0,2024,2,5.24,5.52,20.4,1
-4.0_101.0,-4.0,101.0,2015,3,4.876666666666666,5.18,60.73333333333334,1
-4.0_101.0,-4.0,101.0,2016,3,4.863333333333333,5.31,34.4,1
-4.0_101.0,-4.0,101.0,2017,2,5.9399999999999995,6.45,56.3,1
-4.0_101.0,-4.0,101.0,2018,3,4.876666666666666,5.35,58.73333333333333,1
-4.0_101.0,-4.0,101.0,2019,4,5.085,5.64,54.725,1
-4.0_101.0,-4.0,101.0,2020,6,5.031666666666667,5.53,184.81666666666663,1
-4.0_101.0,-4.0,101.0,2021,4,4.6899999999999995,4.9,31.025,1
-4.0_101.0,-4.0,101.0,2022,2,5.03,5.4,11.95,1
-4.0_101.0,-4.0,101.0,2023,3,4.7,4.87,48.166666666666664,1
-4.0_101.0,-4.0,101.0,2024,1,4.75,4.75,18.0,1
-4.0_101.0,-4.0,101.0,2025,3,4.73,4.82,20.7,1
-4.0_102.0,-4.0,102.0,2017,2,5.1850000000000005,5.19,56.849999999999994,1
-4.0_102.0,-4.0,102.0,2018,3,4.756666666666667,4.84,84.33333333333333,1
-4.0_102.0,-4.0,102.0,2020,1,5.03,5.03,106.1,1
-4.0_102.0,-4.0,102.0,2021,2,4.995,5.38,78.2,1
-4.0_102.0,-4.0,102.0,2022,2,4.779999999999999,4.93,141.8,1
-4.0_102.0,-4.0,102.0,2025,1,5.0,5.0,203.0,1
-4.0_103.0,-4.0,103.0,2020,3,5.596666666666667,5.87,37.93333333333334,1
-4.0_103.0,-4.0,103.0,2021,1,5.42,5.42,107.3,1
-4.0_103.0,-4.0,103.0,2022,1,4.92,4.92,10.0,1
-4.0_104.0,-4.0,104.0,2018,1,4.53,4.53,338.4,1
-4.0_104.0,-4.0,104.0,2020,4,5.05,5.23,41.175,1
-4.0_104.0,-4.0,104.0,2021,4,5.2025,5.52,123.225,1
-4.0_105.0,-4.0,105.0,2019,1,5.23,5.23,256.3,1
-4.0_105.0,-4.0,105.0,2020,1,5.88,5.88,10.0,1
-4.0_105.0,-4.0,105.0,2021,2,5.3100000000000005,5.45,10.0,1
-4.0_106.0,-4.0,106.0,2020,3,5.026666666666666,5.33,93.63333333333333,1
-4.0_106.0,-4.0,106.0,2021,2,5.05,5.14,129.3,1
-4.0_107.0,-4.0,107.0,2019,1,5.68,5.68,10.0,1
-4.0_107.0,-4.0,107.0,2020,1,6.11,6.11,10.0,1
-4.0_107.0,-4.0,107.0,2021,3,5.390000000000001,5.55,84.36666666666666,1
-4.0_108.0,-4.0,108.0,2020,2,4.75,4.87,475.25,1
-4.0_108.0,-4.0,108.0,2021,1,5.58,5.58,10.0,1
-4.0_109.0,-4.0,109.0,2019,1,5.81,5.81,10.0,1
-4.0_109.0,-4.0,109.0,2020,1,5.49,5.49,10.0,1
-4.0_109.0,-4.0,109.0,2021,2,5.720000000000001,5.74,115.75,1
-4.0_110.0,-4.0,110.0,2019,2,5.539999999999999,5.77,10.0,1
-4.0_110.0,-4.0,110.0,2020,3,5.45,6.05,242.39999999999998,1
-4.0_110.0,-4.0,110.0,2021,3,5.46,5.77,51.300000000000004,1
-4.0_111.0,-4.0,111.0,2020,2,5.4350000000000005,5.76,138.05,1
-4.0_111.0,-4.0,111.0,2021,4,5.43,5.82,43.25,1
-4.0_112.0,-4.0,112.0,2020,3,5.566666666666666,5.9,503.3333333333333,1
-4.0_113.0,-4.0,113.0,2020,3,4.923333333333333,5.48,203.33333333333334,1
-4.0_113.0,-4.0,113.0,2021,2,5.76,5.94,162.6,1
-4.0_114.0,-4.0,114.0,2020,2,5.15,5.54,76.15,1
-4.0_114.0,-4.0,114.0,2021,7,5.668571428571428,5.82,10.0,1
-4.0_115.0,-4.0,115.0,2019,1,5.76,5.76,10.0,1
-4.0_115.0,-4.0,115.0,2020,2,5.33,5.39,111.95,1
-4.0_115.0,-4.0,115.0,2021,2,5.395,5.6,85.4,1
-4.0_116.0,-4.0,116.0,2020,2,5.51,5.78,10.0,1
-4.0_117.0,-4.0,117.0,2021,1,5.25,5.25,321.5,1
-4.0_117.0,-4.0,117.0,2023,1,5.18,5.18,743.1,1
-4.0_118.0,-4.0,118.0,2019,1,4.83,4.83,13.2,1
-4.0_118.0,-4.0,118.0,2021,7,5.255714285714285,5.7,44.471428571428575,1
-4.0_118.0,-4.0,118.0,2023,1,4.57,4.57,670.8,1
-4.0_119.0,-4.0,119.0,2019,2,5.9350000000000005,5.97,10.0,1
-4.0_119.0,-4.0,119.0,2020,1,5.07,5.07,467.9,1
-4.0_120.0,-4.0,120.0,2020,4,5.2299999999999995,5.47,10.0,1
-4.0_120.0,-4.0,120.0,2021,1,4.76,4.76,122.0,1
-4.0_120.0,-4.0,120.0,2023,1,4.67,4.67,16.8,1
-4.0_121.0,-4.0,121.0,2019,1,5.84,5.84,22.8,1
-4.0_121.0,-4.0,121.0,2021,1,4.86,4.86,79.9,1
-4.0_122.0,-4.0,122.0,2020,1,4.58,4.58,10.0,1
-4.0_122.0,-4.0,122.0,2022,2,4.91,5.12,14.5,1
-4.0_123.0,-4.0,123.0,2019,2,5.295,5.56,380.0,1
-4.0_123.0,-4.0,123.0,2020,2,5.07,5.46,12.6,1
-4.0_123.0,-4.0,123.0,2021,1,4.71,4.71,36.3,1
-4.0_123.0,-4.0,123.0,2024,2,4.705,4.88,15.2,1
-4.0_124.0,-4.0,124.0,2021,2,5.369999999999999,5.52,82.3,1
-4.0_125.0,-4.0,125.0,2020,3,4.853333333333333,5.38,22.933333333333334,1
-4.0_125.0,-4.0,125.0,2021,1,5.43,5.43,250.9,1
-4.0_125.0,-4.0,125.0,2025,1,4.65,4.65,5.0,1
-4.0_126.0,-4.0,126.0,2015,2,4.64,4.68,43.7,1
-4.0_126.0,-4.0,126.0,2017,4,4.8774999999999995,5.66,14.75,1
-4.0_126.0,-4.0,126.0,2019,1,5.04,5.04,750.0,1
-4.0_126.0,-4.0,126.0,2020,3,5.14,5.37,14.5,1
-4.0_126.0,-4.0,126.0,2023,1,4.52,4.52,10.0,1
